Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1775165603,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1775165604,1,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1775165605,2,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1775165606,3,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1775165607,4,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1775165608,5,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1775165609,6,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1775165610,7,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1775165611,8,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1775165612,9,POST,/api/restock [setup],0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,3,3000,2968.7357634926834,1981.5676230937243,3930.06634991616,539.0
1775165612,9,,Aggregated,0.000000,0.000000,3000,3000,3900,3900,3900,3900,3900,3900,3900,3900,3900,3,3,3000,2968.7357634926834,1981.5676230937243,3930.06634991616,539.0
1775165613,10,POST,/api/restock,0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,3,3,5100,4727.62677197655,1028.2541895285249,8098.003599792719,539.0
1775165613,10,POST,/api/restock [setup],0.000000,0.000000,0,0,0,0,0,0,0,0,0,0,0,6,6,3900,5186.128254824628,1981.5676230937243,9062.178977765143,539.0
1775165613,10,,Aggregated,0.000000,0.000000,5100,6000,7100,8100,9100,9100,9100,9100,9100,9100,9100,9,9,5100,5033.294427208602,1028.2541895285249,9062.178977765143,539.0
1775165614,11,POST,/api/restock,0.000000,0.000000,5100,5100,8100,8100,8100,8100,8100,8100,8100,8100,8100,3,3,5100,4727.62677197655,1028.2541895285249,8098.003599792719,539.0
1775165614,11,POST,/api/restock [setup],0.000000,0.000000,6000,6000,7100,7100,9100,9100,9100,9100,9100,9100,9100,6,6,3900,5186.128254824628,1981.5676230937243,9062.178977765143,539.0
1775165614,11,,Aggregated,0.000000,0.000000,5100,6000,7100,8100,9100,9100,9100,9100,9100,9100,9100,9,9,5100,5033.294427208602,1028.2541895285249,9062.178977765143,539.0
1775165615,12,POST,/api/restock,0.000000,0.000000,5100,5100,8100,8100,8100,8100,8100,8100,8100,8100,8100,3,3,5100,4727.62677197655,1028.2541895285249,8098.003599792719,539.0
1775165615,12,POST,/api/restock [setup],0.000000,0.000000,6000,6000,7100,7100,9100,9100,9100,9100,9100,9100,9100,6,6,3900,5186.128254824628,1981.5676230937243,9062.178977765143,539.0
1775165615,12,,Aggregated,0.000000,0.000000,5100,6000,7100,8100,9100,9100,9100,9100,9100,9100,9100,9,9,5100,5033.294427208602,1028.2541895285249,9062.178977765143,539.0
1775165616,13,POST,/api/restock,0.000000,0.000000,5100,5100,8100,8100,8100,8100,8100,8100,8100,8100,8100,3,3,5100,4727.62677197655,1028.2541895285249,8098.003599792719,539.0
1775165616,13,POST,/api/restock [setup],0.000000,0.000000,6000,6000,7100,7100,9100,9100,9100,9100,9100,9100,9100,6,6,3900,5186.128254824628,1981.5676230937243,9062.178977765143,539.0
1775165616,13,,Aggregated,0.000000,0.000000,5100,6000,7100,8100,9100,9100,9100,9100,9100,9100,9100,9,9,5100,5033.294427208602,1028.2541895285249,9062.178977765143,539.0
1775165617,14,POST,/api/restock,0.000000,0.000000,5100,5100,8100,8100,8100,8100,8100,8100,8100,8100,8100,3,3,5100,4727.62677197655,1028.2541895285249,8098.003599792719,539.0
1775165617,14,POST,/api/restock [setup],0.000000,0.000000,6000,6000,7100,7100,9100,9100,9100,9100,9100,9100,9100,6,6,3900,5186.128254824628,1981.5676230937243,9062.178977765143,539.0
1775165617,14,,Aggregated,0.000000,0.000000,5100,6000,7100,8100,9100,9100,9100,9100,9100,9100,9100,9,9,5100,5033.294427208602,1028.2541895285249,9062.178977765143,539.0
1775165618,15,POST,/api/restock,0.000000,0.000000,5100,5100,8100,8100,8100,8100,8100,8100,8100,8100,8100,3,3,5100,4727.62677197655,1028.2541895285249,8098.003599792719,539.0
1775165618,15,POST,/api/restock [setup],0.000000,0.000000,6000,6000,7100,7100,9100,9100,9100,9100,9100,9100,9100,6,6,3900,5186.128254824628,1981.5676230937243,9062.178977765143,539.0
